"tensor(0.8276, grad_fn=<SelectBackward0>)","tensor(0.6199, grad_fn=<SelectBackward0>)","tensor(1.5382, grad_fn=<SelectBackward0>)","tensor(2.1747, grad_fn=<SelectBackward0>)","tensor(2.7911, grad_fn=<SelectBackward0>)","tensor(0.6186, grad_fn=<SelectBackward0>)","tensor(1.2451, grad_fn=<SelectBackward0>)","tensor(2.3195, grad_fn=<SelectBackward0>)","tensor(0.5030, grad_fn=<SelectBackward0>)","tensor(1.6992, grad_fn=<SelectBackward0>)","tensor(2.3526, grad_fn=<SelectBackward0>)","tensor(0.5560, grad_fn=<SelectBackward0>)","tensor(0.6256, grad_fn=<SelectBackward0>)","tensor(0.6355, grad_fn=<SelectBackward0>)","tensor(0.5931, grad_fn=<SelectBackward0>)","tensor(0.5487, grad_fn=<SelectBackward0>)","tensor(0.8711, grad_fn=<SelectBackward0>)","tensor(1.5823, grad_fn=<SelectBackward0>)","tensor(1.4784, grad_fn=<SelectBackward0>)","tensor(0.5532, grad_fn=<SelectBackward0>)","tensor(0.5747, grad_fn=<SelectBackward0>)","tensor(0.6550, grad_fn=<SelectBackward0>)","tensor(1.9824, grad_fn=<SelectBackward0>)","tensor(0.8943, grad_fn=<SelectBackward0>)","tensor(0.9964, grad_fn=<SelectBackward0>)","tensor(0.5415, grad_fn=<SelectBackward0>)","tensor(1.5435, grad_fn=<SelectBackward0>)","tensor(2.8322, grad_fn=<SelectBackward0>)","tensor(2.4653, grad_fn=<SelectBackward0>)","tensor(0.5709, grad_fn=<SelectBackward0>)","tensor(0.6385, grad_fn=<SelectBackward0>)","tensor(0.9017, grad_fn=<SelectBackward0>)","tensor(0.7888, grad_fn=<SelectBackward0>)","tensor(2.8084, grad_fn=<SelectBackward0>)","tensor(1.2083, grad_fn=<SelectBackward0>)","tensor(1.0898, grad_fn=<SelectBackward0>)","tensor(2.7967, grad_fn=<SelectBackward0>)","tensor(0.7006, grad_fn=<SelectBackward0>)","tensor(2.4743, grad_fn=<SelectBackward0>)","tensor(1.3515, grad_fn=<SelectBackward0>)","tensor(0.7697, grad_fn=<SelectBackward0>)","tensor(0.5012, grad_fn=<SelectBackward0>)","tensor(1.4628, grad_fn=<SelectBackward0>)","tensor(0.5459, grad_fn=<SelectBackward0>)","tensor(1.1775, grad_fn=<SelectBackward0>)","tensor(0.9660, grad_fn=<SelectBackward0>)","tensor(0.6947, grad_fn=<SelectBackward0>)"
"(0, 0)","(0, 23)","(0, 24)","(0, 25)","(0, 26)","(0, 27)","(3, 9)","(3, 10)","(3, 11)","(4, 9)","(4, 10)","(4, 11)","(4, 21)","(4, 22)","(6, 20)","(7, 8)","(7, 9)","(7, 10)","(7, 20)","(8, 7)","(8, 8)","(8, 19)","(8, 20)","(9, 8)","(11, 18)","(13, 10)","(14, 9)","(14, 10)","(14, 11)","(14, 18)","(15, 9)","(15, 10)","(15, 11)","(15, 18)","(15, 19)","(16, 18)","(16, 19)","(17, 19)","(18, 10)","(18, 11)","(19, 11)","(21, 10)","(21, 11)","(21, 25)","(21, 27)","(22, 11)","(24, 25)"
"tensor(0.8675, grad_fn=<SelectBackward0>)","tensor(1.4318, grad_fn=<SelectBackward0>)","tensor(0.7490, grad_fn=<SelectBackward0>)","tensor(0.9933, grad_fn=<SelectBackward0>)","tensor(0.8030, grad_fn=<SelectBackward0>)","tensor(1.7657, grad_fn=<SelectBackward0>)","tensor(0.9274, grad_fn=<SelectBackward0>)","tensor(1.0174, grad_fn=<SelectBackward0>)","tensor(0.9781, grad_fn=<SelectBackward0>)","tensor(1.4783, grad_fn=<SelectBackward0>)","tensor(1.2745, grad_fn=<SelectBackward0>)","tensor(0.5510, grad_fn=<SelectBackward0>)","tensor(0.5664, grad_fn=<SelectBackward0>)","tensor(0.7444, grad_fn=<SelectBackward0>)","tensor(0.7071, grad_fn=<SelectBackward0>)","tensor(0.5025, grad_fn=<SelectBackward0>)","tensor(0.7518, grad_fn=<SelectBackward0>)","tensor(1.0141, grad_fn=<SelectBackward0>)","tensor(1.9157, grad_fn=<SelectBackward0>)","tensor(0.5021, grad_fn=<SelectBackward0>)","tensor(0.5736, grad_fn=<SelectBackward0>)","tensor(0.5026, grad_fn=<SelectBackward0>)","tensor(0.9215, grad_fn=<SelectBackward0>)","tensor(0.8902, grad_fn=<SelectBackward0>)","tensor(1.1042, grad_fn=<SelectBackward0>)","tensor(1.0557, grad_fn=<SelectBackward0>)","tensor(1.8975, grad_fn=<SelectBackward0>)","tensor(0.5633, grad_fn=<SelectBackward0>)","tensor(0.5662, grad_fn=<SelectBackward0>)","tensor(0.6112, grad_fn=<SelectBackward0>)","tensor(0.6210, grad_fn=<SelectBackward0>)","tensor(0.8411, grad_fn=<SelectBackward0>)","tensor(1.0393, grad_fn=<SelectBackward0>)","tensor(0.6491, grad_fn=<SelectBackward0>)","tensor(1.8745, grad_fn=<SelectBackward0>)","tensor(0.9839, grad_fn=<SelectBackward0>)","tensor(0.6765, grad_fn=<SelectBackward0>)","tensor(1.7414, grad_fn=<SelectBackward0>)","tensor(1.1271, grad_fn=<SelectBackward0>)","tensor(1.1659, grad_fn=<SelectBackward0>)","tensor(0.6868, grad_fn=<SelectBackward0>)","tensor(1.7226, grad_fn=<SelectBackward0>)","tensor(2.2015, grad_fn=<SelectBackward0>)"
"(5, 9)","(5, 10)","(7, 0)","(7, 9)","(7, 10)","(8, 9)","(9, 0)","(10, 0)","(11, 0)","(12, 0)","(12, 9)","(12, 10)","(12, 20)","(13, 5)","(14, 5)","(15, 5)","(15, 8)","(15, 9)","(15, 10)","(15, 26)","(16, 10)","(18, 5)","(18, 10)","(19, 5)","(19, 8)","(19, 9)","(19, 10)","(19, 18)","(20, 5)","(21, 0)","(22, 0)","(22, 9)","(22, 10)","(22, 11)","(23, 9)","(23, 10)","(24, 5)","(24, 9)","(24, 10)","(24, 24)","(25, 24)","(26, 9)","(26, 10)"
"tensor(1.2025, grad_fn=<SelectBackward0>)","tensor(0.8290, grad_fn=<SelectBackward0>)","tensor(0.5207, grad_fn=<SelectBackward0>)","tensor(0.5888, grad_fn=<SelectBackward0>)","tensor(0.6257, grad_fn=<SelectBackward0>)","tensor(0.6912, grad_fn=<SelectBackward0>)","tensor(0.6418, grad_fn=<SelectBackward0>)","tensor(0.6151, grad_fn=<SelectBackward0>)","tensor(0.5486, grad_fn=<SelectBackward0>)","tensor(0.5577, grad_fn=<SelectBackward0>)","tensor(0.5342, grad_fn=<SelectBackward0>)","tensor(0.9910, grad_fn=<SelectBackward0>)","tensor(0.5475, grad_fn=<SelectBackward0>)","tensor(0.8497, grad_fn=<SelectBackward0>)","tensor(0.6593, grad_fn=<SelectBackward0>)","tensor(0.5387, grad_fn=<SelectBackward0>)","tensor(0.5799, grad_fn=<SelectBackward0>)","tensor(0.8213, grad_fn=<SelectBackward0>)","tensor(0.5659, grad_fn=<SelectBackward0>)","tensor(0.7711, grad_fn=<SelectBackward0>)","tensor(0.5425, grad_fn=<SelectBackward0>)","tensor(0.5532, grad_fn=<SelectBackward0>)","tensor(0.6009, grad_fn=<SelectBackward0>)","tensor(0.5023, grad_fn=<SelectBackward0>)","tensor(0.5029, grad_fn=<SelectBackward0>)","tensor(0.6161, grad_fn=<SelectBackward0>)","tensor(0.7677, grad_fn=<SelectBackward0>)","tensor(0.6035, grad_fn=<SelectBackward0>)","tensor(0.5915, grad_fn=<SelectBackward0>)","tensor(0.5333, grad_fn=<SelectBackward0>)","tensor(0.6061, grad_fn=<SelectBackward0>)","tensor(0.6215, grad_fn=<SelectBackward0>)","tensor(0.6278, grad_fn=<SelectBackward0>)","tensor(0.7336, grad_fn=<SelectBackward0>)","tensor(0.7696, grad_fn=<SelectBackward0>)","tensor(0.5848, grad_fn=<SelectBackward0>)","tensor(0.6423, grad_fn=<SelectBackward0>)","tensor(0.8206, grad_fn=<SelectBackward0>)","tensor(0.6786, grad_fn=<SelectBackward0>)","tensor(0.6452, grad_fn=<SelectBackward0>)","tensor(0.5821, grad_fn=<SelectBackward0>)","tensor(0.5297, grad_fn=<SelectBackward0>)","tensor(0.5395, grad_fn=<SelectBackward0>)","tensor(0.5018, grad_fn=<SelectBackward0>)","tensor(0.5114, grad_fn=<SelectBackward0>)","tensor(0.6353, grad_fn=<SelectBackward0>)"
"(0, 0)","(0, 1)","(0, 14)","(0, 15)","(0, 16)","(0, 17)","(0, 18)","(0, 19)","(0, 20)","(0, 21)","(0, 23)","(1, 0)","(1, 4)","(2, 0)","(2, 18)","(5, 26)","(6, 26)","(7, 26)","(7, 27)","(8, 26)","(8, 27)","(9, 20)","(9, 26)","(13, 7)","(15, 7)","(15, 9)","(15, 10)","(16, 9)","(16, 10)","(16, 26)","(17, 7)","(17, 18)","(18, 7)","(18, 18)","(18, 19)","(18, 26)","(18, 27)","(19, 18)","(19, 19)","(20, 18)","(22, 7)","(23, 2)","(24, 4)","(25, 7)","(25, 22)","(27, 22)"
"tensor(0.5868, grad_fn=<SelectBackward0>)","tensor(0.6722, grad_fn=<SelectBackward0>)","tensor(0.5668, grad_fn=<SelectBackward0>)","tensor(0.5544, grad_fn=<SelectBackward0>)","tensor(0.5567, grad_fn=<SelectBackward0>)","tensor(0.5131, grad_fn=<SelectBackward0>)","tensor(0.5241, grad_fn=<SelectBackward0>)","tensor(0.5556, grad_fn=<SelectBackward0>)","tensor(0.7653, grad_fn=<SelectBackward0>)","tensor(0.6346, grad_fn=<SelectBackward0>)","tensor(0.5862, grad_fn=<SelectBackward0>)","tensor(0.5857, grad_fn=<SelectBackward0>)","tensor(0.5139, grad_fn=<SelectBackward0>)","tensor(0.5147, grad_fn=<SelectBackward0>)","tensor(0.5262, grad_fn=<SelectBackward0>)","tensor(0.7234, grad_fn=<SelectBackward0>)","tensor(0.5688, grad_fn=<SelectBackward0>)","tensor(0.5836, grad_fn=<SelectBackward0>)","tensor(0.5011, grad_fn=<SelectBackward0>)","tensor(0.7194, grad_fn=<SelectBackward0>)","tensor(0.5352, grad_fn=<SelectBackward0>)","tensor(0.5143, grad_fn=<SelectBackward0>)","tensor(0.5112, grad_fn=<SelectBackward0>)","tensor(0.6046, grad_fn=<SelectBackward0>)","tensor(0.7074, grad_fn=<SelectBackward0>)","tensor(0.6074, grad_fn=<SelectBackward0>)","tensor(0.6035, grad_fn=<SelectBackward0>)","tensor(0.5065, grad_fn=<SelectBackward0>)","tensor(0.6225, grad_fn=<SelectBackward0>)","tensor(0.5023, grad_fn=<SelectBackward0>)","tensor(0.7893, grad_fn=<SelectBackward0>)","tensor(0.7435, grad_fn=<SelectBackward0>)","tensor(0.5614, grad_fn=<SelectBackward0>)","tensor(0.6603, grad_fn=<SelectBackward0>)","tensor(0.8737, grad_fn=<SelectBackward0>)","tensor(0.7561, grad_fn=<SelectBackward0>)","tensor(0.6969, grad_fn=<SelectBackward0>)","tensor(0.5333, grad_fn=<SelectBackward0>)","tensor(0.6132, grad_fn=<SelectBackward0>)","tensor(0.5988, grad_fn=<SelectBackward0>)","tensor(0.7374, grad_fn=<SelectBackward0>)","tensor(0.6051, grad_fn=<SelectBackward0>)","tensor(0.5365, grad_fn=<SelectBackward0>)","tensor(0.5140, grad_fn=<SelectBackward0>)","tensor(0.5111, grad_fn=<SelectBackward0>)","tensor(0.5065, grad_fn=<SelectBackward0>)","tensor(0.5045, grad_fn=<SelectBackward0>)","tensor(0.6192, grad_fn=<SelectBackward0>)","tensor(0.5789, grad_fn=<SelectBackward0>)","tensor(0.5767, grad_fn=<SelectBackward0>)","tensor(0.5855, grad_fn=<SelectBackward0>)","tensor(0.6422, grad_fn=<SelectBackward0>)","tensor(0.6356, grad_fn=<SelectBackward0>)","tensor(0.5773, grad_fn=<SelectBackward0>)","tensor(0.6337, grad_fn=<SelectBackward0>)","tensor(0.6625, grad_fn=<SelectBackward0>)","tensor(0.5016, grad_fn=<SelectBackward0>)","tensor(0.5750, grad_fn=<SelectBackward0>)","tensor(0.5222, grad_fn=<SelectBackward0>)","tensor(0.6517, grad_fn=<SelectBackward0>)","tensor(0.6035, grad_fn=<SelectBackward0>)","tensor(0.7508, grad_fn=<SelectBackward0>)","tensor(0.5649, grad_fn=<SelectBackward0>)","tensor(0.6880, grad_fn=<SelectBackward0>)","tensor(0.5784, grad_fn=<SelectBackward0>)","tensor(0.5273, grad_fn=<SelectBackward0>)","tensor(0.6096, grad_fn=<SelectBackward0>)","tensor(0.7404, grad_fn=<SelectBackward0>)","tensor(0.8171, grad_fn=<SelectBackward0>)","tensor(0.6204, grad_fn=<SelectBackward0>)","tensor(0.6291, grad_fn=<SelectBackward0>)","tensor(0.5735, grad_fn=<SelectBackward0>)","tensor(0.5658, grad_fn=<SelectBackward0>)","tensor(0.5765, grad_fn=<SelectBackward0>)","tensor(0.6912, grad_fn=<SelectBackward0>)","tensor(0.7333, grad_fn=<SelectBackward0>)","tensor(0.6060, grad_fn=<SelectBackward0>)","tensor(0.6917, grad_fn=<SelectBackward0>)","tensor(0.6752, grad_fn=<SelectBackward0>)","tensor(0.6228, grad_fn=<SelectBackward0>)","tensor(0.6580, grad_fn=<SelectBackward0>)","tensor(0.6451, grad_fn=<SelectBackward0>)","tensor(0.6672, grad_fn=<SelectBackward0>)","tensor(0.7042, grad_fn=<SelectBackward0>)","tensor(0.6391, grad_fn=<SelectBackward0>)","tensor(0.6528, grad_fn=<SelectBackward0>)","tensor(0.5269, grad_fn=<SelectBackward0>)","tensor(0.6410, grad_fn=<SelectBackward0>)","tensor(0.6023, grad_fn=<SelectBackward0>)","tensor(0.5082, grad_fn=<SelectBackward0>)","tensor(0.6322, grad_fn=<SelectBackward0>)","tensor(0.6204, grad_fn=<SelectBackward0>)","tensor(0.6486, grad_fn=<SelectBackward0>)","tensor(0.5759, grad_fn=<SelectBackward0>)","tensor(0.5405, grad_fn=<SelectBackward0>)","tensor(0.6292, grad_fn=<SelectBackward0>)","tensor(0.6919, grad_fn=<SelectBackward0>)","tensor(0.7378, grad_fn=<SelectBackward0>)","tensor(0.6258, grad_fn=<SelectBackward0>)","tensor(0.5557, grad_fn=<SelectBackward0>)","tensor(0.6795, grad_fn=<SelectBackward0>)","tensor(0.5182, grad_fn=<SelectBackward0>)","tensor(0.6785, grad_fn=<SelectBackward0>)","tensor(0.7074, grad_fn=<SelectBackward0>)","tensor(0.5475, grad_fn=<SelectBackward0>)","tensor(0.8153, grad_fn=<SelectBackward0>)","tensor(0.7210, grad_fn=<SelectBackward0>)","tensor(0.5961, grad_fn=<SelectBackward0>)","tensor(0.5432, grad_fn=<SelectBackward0>)","tensor(0.5529, grad_fn=<SelectBackward0>)","tensor(0.5913, grad_fn=<SelectBackward0>)","tensor(0.7288, grad_fn=<SelectBackward0>)","tensor(0.6613, grad_fn=<SelectBackward0>)","tensor(0.5478, grad_fn=<SelectBackward0>)","tensor(0.5756, grad_fn=<SelectBackward0>)","tensor(0.6762, grad_fn=<SelectBackward0>)","tensor(0.5458, grad_fn=<SelectBackward0>)","tensor(0.5206, grad_fn=<SelectBackward0>)","tensor(0.6162, grad_fn=<SelectBackward0>)","tensor(0.6226, grad_fn=<SelectBackward0>)","tensor(0.5282, grad_fn=<SelectBackward0>)","tensor(0.6309, grad_fn=<SelectBackward0>)","tensor(0.6265, grad_fn=<SelectBackward0>)","tensor(0.5008, grad_fn=<SelectBackward0>)","tensor(0.6735, grad_fn=<SelectBackward0>)","tensor(0.5213, grad_fn=<SelectBackward0>)","tensor(0.5991, grad_fn=<SelectBackward0>)","tensor(0.5888, grad_fn=<SelectBackward0>)","tensor(0.5328, grad_fn=<SelectBackward0>)","tensor(0.9221, grad_fn=<SelectBackward0>)","tensor(1.1503, grad_fn=<SelectBackward0>)","tensor(0.7795, grad_fn=<SelectBackward0>)","tensor(0.5707, grad_fn=<SelectBackward0>)","tensor(0.6490, grad_fn=<SelectBackward0>)","tensor(0.7908, grad_fn=<SelectBackward0>)","tensor(0.5569, grad_fn=<SelectBackward0>)","tensor(0.5583, grad_fn=<SelectBackward0>)","tensor(0.6810, grad_fn=<SelectBackward0>)","tensor(0.6496, grad_fn=<SelectBackward0>)","tensor(0.6382, grad_fn=<SelectBackward0>)","tensor(0.7512, grad_fn=<SelectBackward0>)","tensor(0.7741, grad_fn=<SelectBackward0>)","tensor(0.5500, grad_fn=<SelectBackward0>)","tensor(0.6628, grad_fn=<SelectBackward0>)","tensor(0.7416, grad_fn=<SelectBackward0>)","tensor(0.7057, grad_fn=<SelectBackward0>)","tensor(0.5235, grad_fn=<SelectBackward0>)"
"(0, 14)","(0, 15)","(0, 16)","(1, 7)","(1, 14)","(2, 4)","(2, 7)","(2, 17)","(2, 27)","(3, 2)","(3, 11)","(3, 12)","(3, 15)","(3, 24)","(3, 26)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 15)","(4, 24)","(5, 2)","(5, 3)","(5, 14)","(5, 15)","(6, 15)","(6, 16)","(7, 11)","(7, 12)","(7, 15)","(7, 16)","(7, 17)","(8, 4)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(8, 15)","(8, 16)","(8, 17)","(9, 4)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(10, 4)","(10, 5)","(11, 13)","(11, 14)","(11, 20)","(12, 8)","(12, 13)","(12, 14)","(12, 19)","(13, 8)","(13, 12)","(13, 13)","(13, 14)","(13, 15)","(13, 17)","(13, 18)","(13, 19)","(14, 8)","(14, 12)","(14, 13)","(14, 14)","(14, 17)","(14, 18)","(14, 19)","(15, 12)","(15, 13)","(15, 14)","(15, 15)","(15, 16)","(15, 18)","(15, 19)","(16, 11)","(16, 12)","(16, 13)","(16, 14)","(16, 15)","(16, 16)","(17, 12)","(17, 13)","(17, 14)","(17, 15)","(18, 12)","(18, 13)","(18, 14)","(18, 15)","(19, 13)","(19, 14)","(19, 20)","(19, 26)","(19, 27)","(20, 11)","(20, 12)","(20, 13)","(20, 14)","(20, 15)","(20, 20)","(20, 22)","(20, 23)","(20, 24)","(20, 25)","(20, 26)","(20, 27)","(21, 13)","(21, 14)","(21, 15)","(21, 22)","(21, 23)","(21, 24)","(21, 27)","(22, 13)","(22, 14)","(22, 15)","(22, 16)","(23, 13)","(23, 14)","(23, 15)","(23, 16)","(23, 17)","(23, 25)","(23, 26)","(24, 5)","(24, 16)","(24, 17)","(24, 24)","(24, 25)","(24, 26)","(24, 27)","(25, 16)","(26, 12)","(26, 13)","(26, 14)","(26, 15)","(26, 16)","(26, 17)","(27, 8)","(27, 12)","(27, 13)","(27, 14)","(27, 15)","(27, 16)","(27, 17)","(27, 18)"
"tensor(0.7276, grad_fn=<SelectBackward0>)","tensor(0.8211, grad_fn=<SelectBackward0>)","tensor(0.8633, grad_fn=<SelectBackward0>)","tensor(0.5535, grad_fn=<SelectBackward0>)","tensor(0.8991, grad_fn=<SelectBackward0>)","tensor(0.6093, grad_fn=<SelectBackward0>)","tensor(0.8205, grad_fn=<SelectBackward0>)","tensor(0.6885, grad_fn=<SelectBackward0>)","tensor(0.5354, grad_fn=<SelectBackward0>)","tensor(1.2476, grad_fn=<SelectBackward0>)","tensor(0.5701, grad_fn=<SelectBackward0>)","tensor(0.9476, grad_fn=<SelectBackward0>)","tensor(1.1605, grad_fn=<SelectBackward0>)","tensor(0.8293, grad_fn=<SelectBackward0>)","tensor(0.5675, grad_fn=<SelectBackward0>)","tensor(0.5361, grad_fn=<SelectBackward0>)","tensor(0.9819, grad_fn=<SelectBackward0>)","tensor(0.6185, grad_fn=<SelectBackward0>)","tensor(1.5193, grad_fn=<SelectBackward0>)","tensor(2.0267, grad_fn=<SelectBackward0>)","tensor(0.5386, grad_fn=<SelectBackward0>)","tensor(0.5884, grad_fn=<SelectBackward0>)","tensor(1.2070, grad_fn=<SelectBackward0>)","tensor(1.2953, grad_fn=<SelectBackward0>)","tensor(0.8275, grad_fn=<SelectBackward0>)","tensor(1.1293, grad_fn=<SelectBackward0>)","tensor(0.9369, grad_fn=<SelectBackward0>)","tensor(0.5504, grad_fn=<SelectBackward0>)","tensor(0.7749, grad_fn=<SelectBackward0>)","tensor(0.8944, grad_fn=<SelectBackward0>)","tensor(0.5054, grad_fn=<SelectBackward0>)","tensor(0.8674, grad_fn=<SelectBackward0>)","tensor(1.5433, grad_fn=<SelectBackward0>)","tensor(0.6671, grad_fn=<SelectBackward0>)","tensor(2.2110, grad_fn=<SelectBackward0>)","tensor(2.1589, grad_fn=<SelectBackward0>)","tensor(0.7354, grad_fn=<SelectBackward0>)","tensor(0.6017, grad_fn=<SelectBackward0>)","tensor(1.2997, grad_fn=<SelectBackward0>)","tensor(0.5096, grad_fn=<SelectBackward0>)","tensor(1.1964, grad_fn=<SelectBackward0>)","tensor(1.7651, grad_fn=<SelectBackward0>)","tensor(0.7039, grad_fn=<SelectBackward0>)","tensor(1.5122, grad_fn=<SelectBackward0>)","tensor(0.8113, grad_fn=<SelectBackward0>)","tensor(1.4215, grad_fn=<SelectBackward0>)","tensor(0.8885, grad_fn=<SelectBackward0>)","tensor(0.5948, grad_fn=<SelectBackward0>)","tensor(1.2264, grad_fn=<SelectBackward0>)","tensor(0.6625, grad_fn=<SelectBackward0>)","tensor(0.5719, grad_fn=<SelectBackward0>)","tensor(0.5235, grad_fn=<SelectBackward0>)","tensor(0.6604, grad_fn=<SelectBackward0>)"
"(0, 14)","(0, 15)","(0, 27)","(1, 0)","(1, 14)","(2, 14)","(2, 22)","(2, 24)","(2, 25)","(3, 26)","(4, 14)","(6, 9)","(6, 10)","(6, 23)","(8, 19)","(8, 20)","(9, 9)","(9, 19)","(9, 20)","(10, 9)","(10, 10)","(10, 19)","(10, 20)","(11, 9)","(11, 10)","(11, 18)","(11, 19)","(12, 10)","(12, 18)","(13, 15)","(15, 10)","(16, 9)","(16, 10)","(17, 10)","(18, 18)","(19, 18)","(20, 18)","(20, 23)","(23, 10)","(23, 22)","(23, 23)","(23, 24)","(23, 25)","(24, 10)","(24, 23)","(24, 24)","(24, 25)","(25, 8)","(27, 8)","(27, 13)","(27, 15)","(27, 16)","(27, 17)"
